Wall time,Step,Value
1560348845.256285,2,0.6229248642921448
1560348850.530889,3,0.6728824377059937
1560348855.9100888,4,0.6632968187332153
1560348861.1319685,5,0.6368677616119385
1560348866.347261,6,0.6135385036468506
1560348871.5278447,7,0.5793085694313049
1560348876.8319657,8,0.5480672121047974
1560348882.141259,9,0.5210298299789429
1560348887.4886155,10,0.49029070138931274
1560348892.78331,11,0.46828946471214294
1560348898.0046473,12,0.44555017352104187
1560348903.2494698,13,0.41073450446128845
1560348908.4849885,14,0.41073450446128845
1560348913.9565053,15,0.39366358518600464
1560348919.1360626,16,0.3794584274291992
1560348924.3531063,17,0.36714300513267517
1560348929.5983143,18,0.35233184695243835
1560348934.8417878,19,0.3355826735496521
1560348940.0944517,20,0.3222227394580841
1560348945.439096,21,0.30783703923225403
1560348950.6530623,22,0.2928972542285919
1560348955.868227,23,0.2779596149921417
1560348961.109619,24,0.2626369297504425
1560348966.5669537,25,0.2473619133234024
1560348971.9649801,26,0.23342107236385345
1560348977.2190738,27,0.2175624668598175
1560348982.4540327,28,0.2025805115699768
1560348987.7080214,29,0.18701152503490448
1560348992.9670005,30,0.17249080538749695
1560348998.2268672,31,0.15879210829734802
1560349003.5125468,32,0.1449207067489624
1560349008.7761297,33,0.13210004568099976
1560349014.0410557,34,0.11974600702524185
1560349019.273316,35,0.10814566910266876
1560349024.5437121,36,0.10676905512809753
1560349029.796983,37,0.09668062627315521
1560349035.0562627,38,0.08926790952682495
1560349040.3319168,39,0.08088140189647675
1560349045.7151206,40,0.07533931732177734
1560349051.052995,41,0.06826330721378326
1560349056.2949977,42,0.06229538843035698
1560349061.649079,43,0.05584866553544998
1560349066.88096,44,0.05742998421192169
1560349072.1507986,45,0.051464956253767014
1560349077.392968,46,0.056065890938043594
1560349082.637846,47,0.056065890938043594
1560349087.8476417,48,0.05518205463886261
1560349093.241168,49,0.048996131867170334
1560349098.4290857,50,0.04392123594880104
1560349103.7472975,51,0.03922818601131439
1560349109.1846216,52,0.03728533536195755
1560349114.5686982,53,0.033571384847164154
1560349119.789374,54,0.04168185964226723
1560349125.1332319,55,0.03742608800530434
1560349130.5651836,56,0.03390534594655037
1560349135.7784576,57,0.030434908345341682
1560349141.013653,58,0.024759842082858086
1560349146.2320654,59,0.024759842082858086
1560349151.5061412,60,0.022663481533527374
1560349156.796938,61,0.020610621199011803
1560349161.9963748,62,0.021809231489896774
1560349167.3473163,63,0.020276334136724472
1560349172.5495408,64,0.028831323608756065
1560349177.7531552,65,0.025934861972928047
1560349182.9867306,66,0.023686405271291733
1560349188.35444,67,0.021681848913431168
1560349193.7633095,68,0.021708795800805092
1560349198.987186,69,0.01998494565486908
1560349204.3248584,70,0.019552303478121758
1560349209.7914271,71,0.01789739355444908
1560349215.22721,72,0.029170703142881393
1560349220.6653929,73,0.02650315873324871
1560349226.0039287,74,0.03413949906826019
1560349231.36254,75,0.03107304312288761
1560349236.66515,76,0.03821507841348648
1560349242.0808501,77,0.034967709332704544
1560349247.5263796,78,0.033421218395233154
1560349252.8021479,79,0.030663490295410156
1560349258.1990259,80,0.028139999136328697
1560349263.4154048,81,0.02586624026298523
1560349268.6781874,82,0.023827049881219864
1560349274.0337973,83,0.022070718929171562
1560349279.2961116,84,0.02058454602956772
1560349284.567429,85,0.019069954752922058
1560349289.9579155,86,0.017807167023420334
1560349295.265734,87,0.0166610274463892
1560349300.5243626,88,0.01877155713737011
1560349305.7902734,89,0.017371201887726784
1560349311.057721,90,0.01727653294801712
1560349316.386594,91,0.01617402583360672
1560349321.6527596,92,0.015521016903221607
1560349326.9619606,93,0.015521016903221607
1560349332.324303,94,0.02128039114177227
1560349337.7225056,95,0.019888510927557945
1560349343.0672004,96,0.01722651720046997
1560349348.34477,97,0.01722651720046997
1560349353.6336594,98,0.022619247436523438
1560349358.9602919,99,0.02097305655479431
1560349364.3335733,100,0.021974220871925354
