Wall time,Step,Value
1568997698.8673437,2,0.5019011497497559
1568997704.6543117,3,0.5608364939689636
1568997710.4709816,4,0.5703421831130981
1568997716.4030607,5,0.6825094819068909
1568997722.235886,6,0.7167300581932068
1568997728.0663764,7,0.7281368970870972
1568997733.9111555,8,0.7604562640190125
1568997739.7117033,9,0.7794677019119263
1568997745.607327,10,0.7889733910560608
1568997751.5272756,11,0.7965779304504395
1568997757.444284,12,0.8041825294494629
1568997763.2489657,13,0.8041825294494629
1568997769.1658156,14,0.8079847693443298
1568997774.9560924,15,0.8079847693443298
1568997780.8695745,16,0.8307985067367554
1568997786.7501705,17,0.8326995968818665
1568997792.5700648,18,0.8193916082382202
1568997798.3948615,19,0.8365018963813782
1568997804.2218072,20,0.8536121845245361
1568997810.1066387,21,0.8479087352752686
1568997815.9974275,22,0.855513334274292
1568997821.8302288,23,0.8479087352752686
1568997827.917755,24,0.8574144244194031
1568997833.6747205,25,0.8802281618118286
1568997839.794702,26,0.8574144244194031
1568997845.677162,27,0.8802281618118286
1568997851.484473,28,0.9087452292442322
1568997857.269549,29,0.9163498282432556
1568997863.0651312,30,0.927756667137146
1568997869.0299249,31,0.9163498282432556
1568997874.797598,32,0.9410646557807922
1568997880.637998,33,0.9524714946746826
1568997886.4776113,34,0.9562737345695496
1568997892.3112612,35,0.9581748843193054
1568997898.1875832,36,0.9676806330680847
1568997904.0676994,37,0.9714828729629517
1568997909.8997421,38,0.9771863222122192
1568997915.7485979,39,0.9752851724624634
1568997921.5828927,40,0.9847908616065979
1568997927.4821157,41,0.982889711856842
1568997933.2919412,42,0.9904943108558655
1568997939.1536407,43,0.982889711856842
1568997944.9668832,44,0.9942965507507324
1568997950.7740533,45,0.9904943108558655
1568997956.5801406,46,0.9923954606056213
1568997962.5210798,47,0.9904943108558655
1568997968.3379965,48,0.9942965507507324
1568997974.121265,49,0.9942965507507324
1568997980.0126352,50,0.9961977005004883
1568997985.8237383,51,0.9923954606056213
1568997991.6885304,52,0.9961977005004883
1568997997.609137,53,0.9904943108558655
1568998003.5554833,54,0.9961977005004883
1568998009.3453145,55,0.9980988502502441
1568998015.164245,56,0.9942965507507324
1568998021.0139115,57,0.9942965507507324
1568998026.9153101,58,0.9961977005004883
1568998032.7216132,59,0.9904943108558655
1568998038.3561244,60,0.9980988502502441
1568998044.0216103,61,0.9961977005004883
1568998049.734084,62,0.9961977005004883
1568998055.7589293,63,0.9923954606056213
1568998061.5820556,64,0.9961977005004883
1568998067.473646,65,0.9714828729629517
1568998073.3238814,66,1.0
1568998079.149745,67,0.9961977005004883
1568998085.0102286,68,0.9961977005004883
1568998090.8660102,69,0.9980988502502441
1568998096.6767652,70,0.9980988502502441
1568998102.5000467,71,0.9961977005004883
1568998108.3191736,72,0.9980988502502441
1568998114.1908114,73,0.9923954606056213
1568998120.0645933,74,0.9980988502502441
1568998126.0096498,75,0.9980988502502441
1568998131.805199,76,0.9980988502502441
1568998137.7650652,77,0.9904943108558655
1568998143.8406193,78,0.9961977005004883
1568998149.7721422,79,0.980988621711731
1568998155.5847862,80,0.9980988502502441
1568998161.4111478,81,0.9942965507507324
1568998167.2721767,82,1.0
1568998173.0589006,83,0.9980988502502441
1568998178.8920405,84,0.9980988502502441
1568998184.7661195,85,0.9885931611061096
1568998190.6057622,86,0.9980988502502441
1568998196.479633,87,0.9923954606056213
1568998202.3242528,88,0.9980988502502441
1568998208.2467577,89,0.9904943108558655
1568998214.0929542,90,0.9961977005004883
1568998219.8971145,91,0.9961977005004883
1568998225.753542,92,0.9980988502502441
1568998231.672508,93,0.9695817232131958
1568998237.5207016,94,0.9980988502502441
1568998243.557994,95,0.9942965507507324
1568998249.380328,96,0.9980988502502441
1568998255.2200325,97,0.9961977005004883
1568998261.3149326,98,0.9980988502502441
1568998267.2296872,99,0.9942965507507324
1568998273.1441162,100,0.9980988502502441
